湖北电信,#genre#
CCTV5+ 体育赛事,http://221.2.36.34:8888/newlive/live/hls/7/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/7/live.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8#http://hms184nc1972679574.live.aikan.miguvideo.com/wh7f454c46tw4035956330_-1197773273/wd_r2/cctv/cctv5plusnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208130700&ContentId=265106763&timezone=UTC&mtv_session=b1d7170ccd660150baa2e9435d787064&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=dfe2cfbc447ddc224a226f33be3d0f39
CCTV5+ 体育赛事,https://cntv.sbs/tv?auth=231013&id=cctv5p
CCTV6 电影,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8#http://221.213.43.82:8888/newlive/live/hls/8/live.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8#http://hms424nc1972679598.live.aikan.miguvideo.com/wh7f454c46tw2025729208_-189538202/wd_r2/ocn/cctv6hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3&timestamp=20230115084415&ContentId=265667482&timezone=UTC&mtv_session=0ac4193cdf07336c58fe3cdb4aac34a4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=158f70fd4d75270c1810f0c735e78e18
CCTV6 电影,https://cntv.sbs/tv?auth=231013&id=cctv6
CCTV7 国防军事,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8#http://221.2.36.34:8888/newlive/live/hls/9/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/9/live.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8#http://hms284nc1972679584.live.aikan.miguvideo.com/wh7f454c46tw4211155753_-1040212167/migu/kailu/20200324/cctv7hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208130955&ContentId=265667268&timezone=UTC&mtv_session=f4a3cbeaf77fa614aed3843cb206bc06&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=38b55b6566aab32075f6169e2d955603
CCTV7 国防军事,https://cntv.sbs/tv?auth=231013&id=cctv7
CCTV8 电视剧,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8#http://hms84nc1972679564.live.aikan.miguvideo.com/wh7f454c46tw2243817462_1836799824/wd_r2/ocn/cctv8hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3&timestamp=20230115084753&ContentId=265667466&timezone=UTC&mtv_session=077374df50cdebf0ab55b2ec30d2f01a&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8b9b358180e9e344fe45e67912ce6985
CCTV8 电视剧,https://cntv.sbs/tv?auth=231013&id=cctv8
CCTV8K,http://159.75.85.63:8654/xx8k50fps.php
CCTV9 纪录,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8#http://221.2.36.34:8888/newlive/live/hls/11/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/11/live.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8#http://hms444nc1972679601.live.aikan.miguvideo.com/wh7f454c46tw4260577431_-1084507862/migu/kailu/20200324/cctv9hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208131044&ContentId=265667202&timezone=UTC&mtv_session=9444a4df4cb7524a1ec85c4d44200abc&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=efdbccd2a72ff1ba2eabbf08f475f7c6
CCTV9 纪录,https://cntv.sbs/tv?auth=231013&id=cctv9
CCTV10 科教,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8#http://221.2.36.34:8888/newlive/live/hls/12/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/12/live.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?#http://hms424nc1972679599.live.aikan.miguvideo.com/wh7f454c46tw2383135402_1265174830/wd_r2/ocn/cctv10hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3&timestamp=20230115085013&ContentId=265667631&timezone=UTC&mtv_session=451a79654bec6f8926b5017302146772&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e74690616e29be77ff1a1992b303b861
CCTV10 科教,https://cntv.sbs/tv?auth=231013&id=cctv10
CCTV11 戏曲,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8#http://1.195.111.251:11190/tsfile/live/0011_1.m3u8?#http://221.213.43.82:8888/newlive/live/hls/13/live.m3u8
CCTV11 戏曲,https://cntv.sbs/tv?auth=231013&id=cctv11
CCTV12 社会与法,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8#http://1.195.111.251:11190/tsfile/live/0012_1.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%AB#http://221.213.43.82:8888/newlive/live/hls/14/live.m3u8#http://hms204nc1972679577.live.aikan.miguvideo.com/wh7f454c46tw1174495643_-1245391177/migu/kailu/20200324/cctv12hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88&timestamp=20230311020243&ContentId=265667607&timezone=UTC&mtv_session=7581c6271c0379b8ca8b268ff7804765&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3906a8574a42ff13aba3e255be4cd8e3
CCTV12 社会与法,https://cntv.sbs/tv?auth=231013&id=cctv12
CCTV13 新闻,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8#http://221.2.36.34:8888/newlive/live/hls/15/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/15/live.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8#http://hms184nc1972679575.live.aikan.miguvideo.com/wh7f454c46tw946205927_-649996709/envivo_x/2018/SD/cctv13/2000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208132705&ContentId=265667474&timezone=UTC&mtv_session=36bf599c0c4bc785fd46aaf0ba40ffe7&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=91a8a1c4652526079a5b0e294d5bc18d#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV13 新闻,https://cntv.sbs/tv?auth=231013&id=cctv13
CCTV14 少儿,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8#http://221.2.36.34:8888/newlive/live/hls/16/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/16/live.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8#http://hms344nc1972679590.live.aikan.miguvideo.com/wh7f454c46tw1297666621_-728046298/wd_r2/ocn/cctv14hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88&timestamp=20230311020446&ContentId=265667325&timezone=UTC&mtv_session=ad6cfd6b6dabe31801ca54a4c87f1bac&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2757ab80a8dee98edfcfd1ee767a17b8
CCTV14 少儿,https://cntv.sbs/tv?auth=231013&id=cctv14
CCTV15 音乐,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8#http://221.2.36.34:8888/newlive/live/hls/17/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/17/live.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?#http://hms504nc1972679606.live.aikan.miguvideo.com/wh7f454c46tw1387986390_1468621622/migu/kailu/20200324/cctv15hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88&timestamp=20230311020617&ContentId=265667535&timezone=UTC&mtv_session=e1254803553b7cace3a119612bf266d8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=7ba98a3a39d853487109bebe5ed31c43
CCTV15 音乐,https://cntv.sbs/tv?auth=231013&id=cctv15
CCTV16 4K,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240349_1/encoder/0/playlist.m3u8?CONTENTID=00000110240349_1#http://106.39.160.148/live.aishang.ctlcdn.com/00000110240389_1/encoder/0/playlist.m3u8?CONTENTID=00000110240389_1#http://cntv.dfkj.live/bestv.php?id=cctv16hd4k/15000000
CCTV16 4K,https://cntv.sbs/tv?auth=231013&id=cctv164k
CCTV16 奥林匹克,http://221.2.36.34:8888/newlive/live/hls/18/live.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV16 奥林匹克,https://cntv.sbs/tv?auth=231013&id=cctv16
CCTV17 农业农村,http://223.151.51.27:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0#http://hms224nc1972679578.live.aikan.miguvideo.com/wh7f454c46tw1594433061_461954091/migu/kailu/20200324/cctv17hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208133753&ContentId=265667526&timezone=UTC&mtv_session=2ab00b83c917e8ba1b1bb082711b8b77&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4c04c5308e4761e3cc4b36134b05b864
CCTV17 农业农村,https://cntv.sbs/tv?auth=231013&id=cctv17
CCTV 兵器科技,http://111.20.40.160/PLTV/88888893/224/3221226975/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226975/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226975/index.m3u8
CCTV 第一剧场,http://111.20.40.160/PLTV/88888893/224/3221226959/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226959/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226959/index.m3u8
CCTV 电视指南,http://111.20.40.160/PLTV/88888893/224/3221226987/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226987/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226987/index.m3u8
CCTV 风云剧场,http://111.20.40.160/PLTV/88888893/224/3221226950/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226950/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226950/index.m3u8#http://111.20.40.164/PLTV/88888893/224/3221226950/index.m3u8#http://111.20.40.165/PLTV/88888893/224/3221226950/index.m3u8
CCTV 风云剧场,http://hls.live.cqccn.com/__cl/cg:live/__c/fyjcHD/__op/default/__f/index.m3u8
CCTV 风云音乐,http://111.20.40.162/PLTV/88888893/224/3221226953/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226953/index.m3u8#http://111.20.40.164/PLTV/88888893/224/3221226953/index.m3u8#http://111.20.40.165/PLTV/88888893/224/3221226953/index.m3u8
CCTV 风云音乐,http://hls.live.cqccn.com/__cl/cg:live/__c/fyyyHD/__op/default/__f/index.m3u8
CCTV 风云足球,http://111.20.40.170/PLTV/88888893/224/3221226984/index.m3u8
CCTV 风云足球,http://hls.live.cqccn.com/__cl/cg:live/__c/fyzqHD/__op/default/__f/index.m3u8
CCTV 怀旧剧场,http://111.20.40.160/PLTV/88888893/224/3221226972/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226972/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226972/index.m3u8
CCTV 世界地理,http://111.20.40.160/PLTV/88888893/224/3221226947/index.m3u8#http://111.20.40.162/PLTV/88888893/224/3221226947/index.m3u8#http://111.20.40.163/PLTV/88888893/224/3221226947/index.m3u8
CCTV 央视文化精品,http://111.20.40.164/PLTV/88888893/224/3221226981/index.m3u8#http://111.20.40.165/PLTV/88888893/224/3221226981/index.m3u8#http://111.20.40.166/PLTV/88888893/224/3221226981/index.m3u8#http://111.20.40.167/PLTV/88888893/224/3221226981/index.m3u8
CCTV 移动,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
CETV1,https://cntv.sbs/tv?auth=231013&id=cetv1
CETV2,https://cntv.sbs/tv?auth=231013&id=cetv2
CETV4,https://cntv.sbs/tv?auth=231013&id=cetv4
CGTN Arabic,http://livear.cgtn.com/1000a/prog_index.m3u8
CGTN,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240365_1/encoder/0/playlist.m3u8?CONTENTID=00000110240365_1#http://106.39.160.148/live.aishang.ctlcdn.com/00000110240365_1/playlist.m3u8?CONTENTID=00000110240365_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225745/1.m3u8#http://live.cgtn.com/1000/prog_index.m3u8
CGTN,https://cntv.sbs/tv?auth=231013&id=cgtn
